Translator,PoemID,opN,ctN,TotalMatch,Unmatch,ExactMatch,FieldMatch,GroupMatch,AdditionRate,UnmatchRate,TotalMatch_a,Unmatch_a,ExactMatch_a,FieldMatch_a,GroupMatch_a,AdditionRate_a,UnmatchRate_a
kyusojin,0139,18,34,15,3,10,0,5,0.5588235294117647,0.16666666666666666,9,9,9,0,0,0.7352941176470589,0.5
matsuda,0139,18,32,15,3,10,0,5,0.53125,0.16666666666666666,10,8,7,2,1,0.6875,0.4444444444444444
okumura,0139,18,31,15,3,9,1,5,0.5161290322580645,0.16666666666666666,10,8,9,1,0,0.6774193548387097,0.4444444444444444
ozawa,0139,18,44,15,3,6,2,7,0.6590909090909092,0.16666666666666666,9,9,5,2,2,0.7954545454545454,0.5
takeoka,0139,18,20,13,5,8,1,4,0.35,0.2777777777777778,9,9,8,1,0,0.55,0.5
kaneko,0140,17,32,14,3,12,1,1,0.5625,0.17647058823529413,11,6,10,0,1,0.65625,0.35294117647058826
katagiri,0140,17,27,13,4,11,1,1,0.5185185185185186,0.23529411764705882,9,8,9,0,0,0.6666666666666667,0.47058823529411764
kojimaarai,0140,17,24,13,4,11,1,1,0.45833333333333337,0.23529411764705882,9,8,9,0,0,0.625,0.47058823529411764
komachiya,0140,17,27,13,4,10,2,1,0.5185185185185186,0.23529411764705882,8,9,8,0,0,0.7037037037037037,0.5294117647058824
kubota,0140,17,21,12,5,7,1,4,0.4285714285714286,0.29411764705882354,7,10,6,0,1,0.6666666666666667,0.5882352941176471
kyusojin,0140,17,34,14,3,11,1,2,0.5882352941176471,0.17647058823529413,11,6,10,0,1,0.6764705882352942,0.35294117647058826
matsuda,0140,17,27,13,4,11,1,1,0.5185185185185186,0.23529411764705882,11,6,10,0,1,0.5925925925925926,0.35294117647058826
okumura,0140,17,25,12,5,11,1,0,0.52,0.29411764705882354,11,6,10,0,1,0.56,0.35294117647058826
ozawa,0140,17,33,12,5,10,1,1,0.6363636363636364,0.29411764705882354,9,8,8,0,1,0.7272727272727273,0.47058823529411764
takeoka,0140,17,21,13,4,11,1,1,0.38095238095238093,0.23529411764705882,11,6,10,0,1,0.47619047619047616,0.35294117647058826
kaneko,0141,14,40,13,1,9,4,0,0.675,0.07142857142857142,12,2,9,3,0,0.7,0.14285714285714285
katagiri,0141,14,32,12,2,7,5,0,0.625,0.14285714285714285,8,6,4,4,0,0.75,0.42857142857142855
kojimaarai,0141,14,31,12,2,7,4,1,0.6129032258064516,0.14285714285714285,12,2,7,4,1,0.6129032258064516,0.14285714285714285
komachiya,0141,14,39,13,1,7,5,1,0.6666666666666667,0.07142857142857142,12,2,6,5,1,0.6923076923076923,0.14285714285714285
kubota,0141,14,36,11,3,6,5,0,0.6944444444444444,0.21428571428571427,11,3,5,5,1,0.6944444444444444,0.21428571428571427
kyusojin,0141,14,40,13,1,6,5,2,0.675,0.07142857142857142,12,2,6,5,1,0.7,0.14285714285714285
matsuda,0141,14,34,12,2,8,4,0,0.6470588235294117,0.14285714285714285,11,3,7,4,0,0.6764705882352942,0.21428571428571427
okumura,0141,14,36,12,2,7,4,1,0.6666666666666667,0.14285714285714285,10,4,6,4,0,0.7222222222222222,0.2857142857142857
ozawa,0141,14,43,11,3,5,4,2,0.7441860465116279,0.21428571428571427,8,6,4,1,3,0.813953488372093,0.42857142857142855
takeoka,0141,14,25,11,3,7,4,0,0.56,0.21428571428571427,11,3,7,4,0,0.56,0.21428571428571427
kaneko,0142,14,23,13,1,11,1,1,0.4347826086956522,0.07142857142857142,12,2,11,1,0,0.4782608695652174,0.14285714285714285
katagiri,0142,14,29,12,2,10,0,2,0.5862068965517242,0.14285714285714285,11,3,9,0,2,0.6206896551724138,0.21428571428571427
kojimaarai,0142,14,26,11,3,10,0,1,0.5769230769230769,0.21428571428571427,11,3,10,0,1,0.5769230769230769,0.21428571428571427
komachiya,0142,14,22,13,1,9,0,4,0.40909090909090906,0.07142857142857142,11,3,9,0,2,0.5,0.21428571428571427
kubota,0142,14,26,12,2,11,0,1,0.5384615384615384,0.14285714285714285,12,2,11,0,1,0.5384615384615384,0.14285714285714285
kyusojin,0142,14,24,13,1,11,0,2,0.45833333333333337,0.07142857142857142,10,4,10,0,0,0.5833333333333333,0.2857142857142857
matsuda,0142,14,23,13,1,10,0,3,0.4347826086956522,0.07142857142857142,10,4,9,0,1,0.5652173913043479,0.2857142857142857
okumura,0142,14,26,13,1,9,0,4,0.5,0.07142857142857142,7,7,6,0,1,0.7307692307692308,0.5
ozawa,0142,14,37,12,2,9,0,3,0.6756756756756757,0.14285714285714285,10,4,9,0,1,0.7297297297297297,0.2857142857142857
takeoka,0142,14,21,12,2,11,0,1,0.4285714285714286,0.14285714285714285,12,2,11,0,1,0.4285714285714286,0.14285714285714285
kaneko,0143,12,24,7,5,5,1,1,0.7083333333333333,0.4166666666666667,7,5,5,1,1,0.7083333333333333,0.4166666666666667
katagiri,0143,12,37,7,5,2,1,4,0.8108108108108107,0.4166666666666667,7,5,2,1,4,0.8108108108108107,0.4166666666666667
kojimaarai,0143,12,32,8,4,4,2,2,0.75,0.3333333333333333,8,4,4,2,2,0.75,0.3333333333333333
komachiya,0143,12,25,6,6,4,0,2,0.76,0.5,6,6,4,0,2,0.76,0.5
kubota,0143,12,22,7,5,4,1,2,0.6818181818181819,0.4166666666666667,6,6,4,0,2,0.7272727272727273,0.5
kyusojin,0143,12,37,8,4,3,3,2,0.7837837837837838,0.3333333333333333,6,6,3,2,1,0.8378378378378378,0.5
matsuda,0143,12,33,6,6,3,2,1,0.8181818181818181,0.5,5,7,3,2,0,0.8484848484848485,0.5833333333333334
okumura,0143,12,30,5,7,3,0,2,0.8333333333333334,0.5833333333333334,4,8,2,0,2,0.8666666666666667,0.6666666666666666
ozawa,0143,12,37,6,6,3,1,2,0.8378378378378378,0.5,5,7,3,1,1,0.8648648648648649,0.5833333333333334
takeoka,0143,12,29,9,3,5,2,2,0.6896551724137931,0.25,8,4,5,2,1,0.7241379310344828,0.3333333333333333
kaneko,0144,11,36,11,0,6,2,3,0.6944444444444444,0.0,9,2,5,1,3,0.75,0.18181818181818182
katagiri,0144,11,22,11,0,5,2,4,0.5,0.0,9,2,5,1,3,0.5909090909090908,0.18181818181818182
kojimaarai,0144,11,30,9,2,5,1,3,0.7,0.18181818181818182,9,2,5,1,3,0.7,0.18181818181818182
komachiya,0144,11,23,11,0,5,2,4,0.5217391304347826,0.0,10,1,5,1,4,0.5652173913043479,0.09090909090909091
kubota,0144,11,21,8,3,5,1,2,0.6190476190476191,0.2727272727272727,8,3,5,1,2,0.6190476190476191,0.2727272727272727
kyusojin,0144,11,33,10,1,4,2,4,0.696969696969697,0.09090909090909091,8,3,4,1,3,0.7575757575757576,0.2727272727272727
matsuda,0144,11,18,10,1,5,2,3,0.4444444444444444,0.09090909090909091,9,2,5,1,3,0.5,0.18181818181818182
okumura,0144,11,31,10,1,5,1,4,0.6774193548387097,0.09090909090909091,9,2,5,1,3,0.7096774193548387,0.18181818181818182
ozawa,0144,11,44,10,1,3,3,4,0.7727272727272727,0.09090909090909091,9,2,2,3,4,0.7954545454545454,0.18181818181818182
takeoka,0144,11,21,11,0,6,1,4,0.47619047619047616,0.0,8,3,6,0,2,0.6190476190476191,0.2727272727272727
kaneko,0145,16,43,13,3,10,2,1,0.6976744186046512,0.1875,13,3,9,2,2,0.6976744186046512,0.1875
katagiri,0145,16,30,14,2,10,2,2,0.5333333333333333,0.125,12,4,9,2,1,0.6,0.25
kojimaarai,0145,16,36,14,2,11,2,1,0.6111111111111112,0.125,13,3,11,2,0,0.6388888888888888,0.1875
komachiya,0145,16,39,14,2,10,2,2,0.641025641025641,0.125,13,3,8,2,3,0.6666666666666667,0.1875
kubota,0145,16,26,13,3,11,1,1,0.5,0.1875,13,3,11,1,1,0.5,0.1875
kyusojin,0145,16,34,14,2,11,2,1,0.5882352941176471,0.125,14,2,10,2,2,0.5882352941176471,0.125
matsuda,0145,16,27,14,2,10,2,2,0.4814814814814815,0.125,11,5,8,2,1,0.5925925925925926,0.3125
okumura,0145,16,35,15,1,10,2,3,0.5714285714285714,0.0625,12,4,10,2,0,0.6571428571428571,0.25
ozawa,0145,16,42,14,2,9,2,3,0.6666666666666667,0.125,10,6,8,1,1,0.7619047619047619,0.375
takeoka,0145,16,29,14,2,10,2,2,0.5172413793103448,0.125,13,3,10,2,1,0.5517241379310345,0.1875
kaneko,0146,13,28,9,4,4,4,1,0.6785714285714286,0.3076923076923077,9,4,4,4,1,0.6785714285714286,0.3076923076923077
katagiri,0146,13,34,10,3,5,3,2,0.7058823529411764,0.23076923076923078,10,3,5,2,3,0.7058823529411764,0.23076923076923078
kojimaarai,0146,13,23,11,2,6,3,2,0.5217391304347826,0.15384615384615385,9,4,6,2,1,0.6086956521739131,0.3076923076923077
komachiya,0146,13,32,10,3,4,4,2,0.6875,0.23076923076923078,8,5,4,2,2,0.75,0.38461538461538464
kubota,0146,13,28,11,2,5,4,2,0.6071428571428572,0.15384615384615385,11,2,5,4,2,0.6071428571428572,0.15384615384615385
kyusojin,0146,13,29,11,2,4,5,2,0.6206896551724138,0.15384615384615385,10,3,4,4,2,0.6551724137931034,0.23076923076923078
matsuda,0146,13,26,10,3,6,3,1,0.6153846153846154,0.23076923076923078,9,4,6,3,0,0.6538461538461539,0.3076923076923077
okumura,0146,13,34,10,3,5,3,2,0.7058823529411764,0.23076923076923078,10,3,5,2,3,0.7058823529411764,0.23076923076923078
ozawa,0146,13,30,10,3,5,3,2,0.6666666666666667,0.23076923076923078,8,5,5,2,1,0.7333333333333334,0.38461538461538464
takeoka,0146,13,29,11,2,5,5,1,0.6206896551724138,0.15384615384615385,10,3,5,4,1,0.6551724137931034,0.23076923076923078
kaneko,0147,16,29,12,4,6,3,3,0.5862068965517242,0.25,10,6,6,3,1,0.6551724137931034,0.375
katagiri,0147,16,34,12,4,6,2,4,0.6470588235294117,0.25,10,6,6,2,2,0.7058823529411764,0.375
kojimaarai,0147,16,32,11,5,6,2,3,0.65625,0.3125,10,6,6,2,2,0.6875,0.375
komachiya,0147,16,28,11,5,5,2,4,0.6071428571428572,0.3125,8,8,5,2,1,0.7142857142857143,0.5
kubota,0147,16,19,13,3,7,2,4,0.3157894736842105,0.1875,10,6,6,2,2,0.4736842105263158,0.375
kyusojin,0147,16,33,14,2,7,2,5,0.5757575757575757,0.125,10,6,5,2,3,0.696969696969697,0.375
matsuda,0147,16,24,12,4,6,3,3,0.5,0.25,11,5,4,2,5,0.5416666666666667,0.3125
okumura,0147,16,28,13,3,7,2,4,0.5357142857142857,0.1875,10,6,4,2,4,0.6428571428571428,0.375
ozawa,0147,16,35,13,3,4,3,6,0.6285714285714286,0.1875,11,5,4,2,5,0.6857142857142857,0.3125
takeoka,0147,16,26,12,4,7,3,2,0.5384615384615384,0.25,11,5,5,3,3,0.5769230769230769,0.3125
kaneko,0148,15,26,8,7,5,0,3,0.6923076923076923,0.4666666666666667,7,8,5,0,2,0.7307692307692308,0.5333333333333333
katagiri,0148,15,53,10,5,6,0,4,0.8113207547169812,0.3333333333333333,6,9,5,0,1,0.8867924528301887,0.6
kojimaarai,0148,15,37,12,3,10,0,2,0.6756756756756757,0.2,10,5,8,0,2,0.7297297297297297,0.3333333333333333
komachiya,0148,15,36,9,6,4,1,4,0.75,0.4,7,8,4,1,2,0.8055555555555556,0.5333333333333333
kubota,0148,15,23,10,5,4,2,4,0.5652173913043479,0.3333333333333333,8,7,4,1,3,0.6521739130434783,0.4666666666666667
kyusojin,0148,15,25,9,6,5,0,4,0.64,0.4,7,8,5,0,2,0.72,0.5333333333333333
matsuda,0148,15,33,9,6,4,0,5,0.7272727272727273,0.4,5,10,1,0,4,0.8484848484848485,0.6666666666666666
okumura,0148,15,31,10,5,6,0,4,0.6774193548387097,0.3333333333333333,7,8,5,0,2,0.7741935483870968,0.5333333333333333
ozawa,0148,15,34,10,5,6,0,4,0.7058823529411764,0.3333333333333333,8,7,5,0,3,0.7647058823529411,0.4666666666666667
takeoka,0148,15,29,10,5,8,1,1,0.6551724137931034,0.3333333333333333,5,10,4,1,0,0.8275862068965517,0.6666666666666666
kaneko,0149,17,42,17,0,10,6,1,0.5952380952380952,0.0,16,1,9,6,1,0.6190476190476191,0.058823529411764705
katagiri,0149,17,31,16,1,9,5,2,0.4838709677419355,0.058823529411764705,13,4,7,5,1,0.5806451612903225,0.23529411764705882
kojimaarai,0149,17,23,16,1,9,5,2,0.30434782608695654,0.058823529411764705,15,2,9,5,1,0.34782608695652173,0.11764705882352941
komachiya,0149,17,36,16,1,9,5,2,0.5555555555555556,0.058823529411764705,13,4,6,5,2,0.6388888888888888,0.23529411764705882
kubota,0149,17,33,16,1,9,4,3,0.5151515151515151,0.058823529411764705,14,3,9,4,1,0.5757575757575757,0.17647058823529413
kyusojin,0149,17,34,16,1,9,5,2,0.5294117647058824,0.058823529411764705,14,3,7,5,2,0.5882352941176471,0.17647058823529413
matsuda,0149,17,26,16,1,9,5,2,0.3846153846153846,0.058823529411764705,14,3,8,5,1,0.46153846153846156,0.17647058823529413
okumura,0149,17,31,15,2,7,5,3,0.5161290322580645,0.11764705882352941,9,8,4,3,2,0.7096774193548387,0.47058823529411764
ozawa,0149,17,37,15,2,9,4,2,0.5945945945945945,0.11764705882352941,12,5,6,4,2,0.6756756756756757,0.29411764705882354
takeoka,0149,17,25,16,1,9,4,3,0.36,0.058823529411764705,13,4,9,4,0,0.48,0.23529411764705882
kaneko,0150,17,38,7,10,6,0,1,0.8157894736842105,0.5882352941176471,5,12,2,0,3,0.868421052631579,0.7058823529411765
katagiri,0150,17,40,11,6,6,0,5,0.725,0.35294117647058826,7,10,5,0,2,0.825,0.5882352941176471
kojimaarai,0150,17,28,11,6,5,1,5,0.6071428571428572,0.35294117647058826,6,11,4,0,2,0.7857142857142857,0.6470588235294118
komachiya,0150,17,25,8,9,5,0,3,0.6799999999999999,0.5294117647058824,5,12,3,0,2,0.8,0.7058823529411765
kubota,0150,17,30,10,7,7,1,2,0.6666666666666667,0.4117647058823529,9,8,6,1,2,0.7,0.47058823529411764
kyusojin,0150,17,33,8,9,6,0,2,0.7575757575757576,0.5294117647058824,5,12,4,0,1,0.8484848484848485,0.7058823529411765
matsuda,0150,17,29,9,8,4,0,5,0.6896551724137931,0.47058823529411764,5,12,2,0,3,0.8275862068965517,0.7058823529411765
okumura,0150,17,29,11,6,5,0,6,0.6206896551724138,0.35294117647058826,6,11,3,0,3,0.7931034482758621,0.6470588235294118
ozawa,0150,17,30,10,7,4,0,6,0.6666666666666667,0.4117647058823529,7,10,3,0,4,0.7666666666666666,0.5882352941176471
takeoka,0150,17,30,9,8,6,1,2,0.7,0.47058823529411764,7,10,3,0,4,0.7666666666666666,0.5882352941176471
kaneko,0151,14,41,12,2,9,1,2,0.7073170731707317,0.14285714285714285,9,5,8,1,0,0.7804878048780488,0.35714285714285715
katagiri,0151,14,25,12,2,10,1,1,0.52,0.14285714285714285,12,2,10,1,1,0.52,0.14285714285714285
kojimaarai,0151,14,25,12,2,9,1,2,0.52,0.14285714285714285,11,3,8,1,2,0.56,0.21428571428571427
komachiya,0151,14,31,12,2,10,1,1,0.6129032258064516,0.14285714285714285,12,2,9,1,2,0.6129032258064516,0.14285714285714285
kubota,0151,14,26,12,2,9,2,1,0.5384615384615384,0.14285714285714285,12,2,9,2,1,0.5384615384615384,0.14285714285714285
kyusojin,0151,14,28,12,2,10,1,1,0.5714285714285714,0.14285714285714285,12,2,10,1,1,0.5714285714285714,0.14285714285714285
matsuda,0151,14,20,10,4,9,1,0,0.5,0.2857142857142857,10,4,8,1,1,0.5,0.2857142857142857
okumura,0151,14,27,11,3,7,1,3,0.5925925925925926,0.21428571428571427,9,5,5,1,3,0.6666666666666667,0.35714285714285715
ozawa,0151,14,31,11,3,8,1,2,0.6451612903225806,0.21428571428571427,10,4,7,1,2,0.6774193548387097,0.2857142857142857
takeoka,0151,14,20,12,2,10,2,0,0.4,0.14285714285714285,12,2,10,2,0,0.4,0.14285714285714285
kaneko,0152,17,40,13,4,9,1,3,0.675,0.23529411764705882,10,7,8,1,1,0.75,0.4117647058823529
katagiri,0152,17,29,11,6,6,2,3,0.6206896551724138,0.35294117647058826,9,8,5,2,2,0.6896551724137931,0.47058823529411764
kojimaarai,0152,17,31,14,3,8,5,1,0.5483870967741935,0.17647058823529413,12,5,7,4,1,0.6129032258064516,0.29411764705882354
komachiya,0152,17,40,16,1,9,4,3,0.6,0.058823529411764705,14,3,8,4,2,0.65,0.17647058823529413
kubota,0152,17,26,15,2,10,2,3,0.42307692307692313,0.11764705882352941,12,5,9,2,1,0.5384615384615384,0.29411764705882354
kyusojin,0152,17,39,10,7,7,2,1,0.7435897435897436,0.4117647058823529,9,8,6,2,1,0.7692307692307692,0.47058823529411764
matsuda,0152,17,33,15,2,10,2,3,0.5454545454545454,0.11764705882352941,13,4,10,2,1,0.6060606060606061,0.23529411764705882
okumura,0152,17,39,12,5,7,3,2,0.6923076923076923,0.29411764705882354,10,7,6,3,1,0.7435897435897436,0.4117647058823529
ozawa,0152,17,42,14,3,7,3,4,0.6666666666666667,0.17647058823529413,10,7,4,3,3,0.7619047619047619,0.4117647058823529
takeoka,0152,17,29,14,3,9,3,2,0.5172413793103448,0.17647058823529413,13,4,8,3,2,0.5517241379310345,0.23529411764705882
kaneko,0153,14,34,13,1,8,3,2,0.6176470588235294,0.07142857142857142,12,2,8,3,1,0.6470588235294117,0.14285714285714285
katagiri,0153,14,37,13,1,9,3,1,0.6486486486486487,0.07142857142857142,12,2,8,3,1,0.6756756756756757,0.14285714285714285
kojimaarai,0153,14,37,12,2,8,3,1,0.6756756756756757,0.14285714285714285,11,3,7,3,1,0.7027027027027026,0.21428571428571427
komachiya,0153,14,35,12,2,8,3,1,0.6571428571428571,0.14285714285714285,12,2,7,3,2,0.6571428571428571,0.14285714285714285
kubota,0153,14,25,11,3,8,2,1,0.56,0.21428571428571427,11,3,7,2,2,0.56,0.21428571428571427
kyusojin,0153,14,39,13,1,7,2,4,0.6666666666666667,0.07142857142857142,10,4,7,1,2,0.7435897435897436,0.2857142857142857
matsuda,0153,14,31,12,2,7,3,2,0.6129032258064516,0.14285714285714285,8,6,5,3,0,0.7419354838709677,0.42857142857142855
okumura,0153,14,29,12,2,7,4,1,0.5862068965517242,0.14285714285714285,10,4,6,3,1,0.6551724137931034,0.2857142857142857
ozawa,0153,14,40,12,2,8,2,2,0.7,0.14285714285714285,12,2,7,2,3,0.7,0.14285714285714285
takeoka,0153,14,21,13,1,9,2,2,0.38095238095238093,0.07142857142857142,12,2,9,2,1,0.4285714285714286,0.14285714285714285
kaneko,0154,17,56,14,3,7,4,3,0.75,0.17647058823529413,11,6,6,4,1,0.8035714285714286,0.35294117647058826
katagiri,0154,17,36,14,3,6,2,6,0.6111111111111112,0.17647058823529413,9,8,5,2,2,0.75,0.47058823529411764
kojimaarai,0154,17,28,11,6,6,3,2,0.6071428571428572,0.35294117647058826,9,8,5,3,1,0.6785714285714286,0.47058823529411764
komachiya,0154,17,30,12,5,8,2,2,0.6,0.29411764705882354,10,7,7,2,1,0.6666666666666667,0.4117647058823529
kubota,0154,17,36,15,2,7,4,4,0.5833333333333333,0.11764705882352941,11,6,6,4,1,0.6944444444444444,0.35294117647058826
kyusojin,0154,17,33,11,6,6,3,2,0.6666666666666667,0.35294117647058826,9,8,5,3,1,0.7272727272727273,0.47058823529411764
matsuda,0154,17,28,12,5,5,2,5,0.5714285714285714,0.29411764705882354,7,10,4,2,1,0.75,0.5882352941176471
okumura,0154,17,26,13,4,6,3,4,0.5,0.23529411764705882,10,7,6,3,1,0.6153846153846154,0.4117647058823529
ozawa,0154,17,40,14,3,6,3,5,0.65,0.17647058823529413,9,8,5,3,1,0.775,0.47058823529411764
takeoka,0154,17,28,14,3,6,2,6,0.5,0.17647058823529413,9,8,5,2,2,0.6785714285714286,0.47058823529411764
kaneko,0155,16,37,13,3,10,2,1,0.6486486486486487,0.1875,11,5,9,2,0,0.7027027027027026,0.3125
katagiri,0155,16,27,14,2,8,2,4,0.4814814814814815,0.125,11,5,8,2,1,0.5925925925925926,0.3125
kojimaarai,0155,16,36,13,3,7,3,3,0.6388888888888888,0.1875,9,7,5,3,1,0.75,0.4375
komachiya,0155,16,27,12,4,8,2,2,0.5555555555555556,0.25,9,7,7,2,0,0.6666666666666667,0.4375
kubota,0155,16,35,12,4,9,1,2,0.6571428571428571,0.25,10,6,8,1,1,0.7142857142857143,0.375
kyusojin,0155,16,28,13,3,7,3,3,0.5357142857142857,0.1875,9,7,6,3,0,0.6785714285714286,0.4375
matsuda,0155,16,33,14,2,9,2,3,0.5757575757575757,0.125,12,4,9,2,1,0.6363636363636364,0.25
okumura,0155,16,25,13,3,8,1,4,0.48,0.1875,7,9,7,0,0,0.72,0.5625
ozawa,0155,16,43,11,5,7,2,2,0.7441860465116279,0.3125,8,8,6,2,0,0.813953488372093,0.5
takeoka,0155,16,34,12,4,7,3,2,0.6470588235294117,0.25,10,6,6,3,1,0.7058823529411764,0.375
kaneko,0156,16,28,14,2,11,2,1,0.5,0.125,9,7,8,1,0,0.6785714285714286,0.4375
katagiri,0156,16,40,14,2,9,1,4,0.65,0.125,8,8,6,1,1,0.8,0.5
kojimaarai,0156,16,36,13,3,9,1,3,0.6388888888888888,0.1875,9,7,6,1,2,0.75,0.4375
komachiya,0156,16,32,13,3,6,2,5,0.59375,0.1875,9,7,6,2,1,0.71875,0.4375
kubota,0156,16,24,15,1,10,2,3,0.375,0.0625,11,5,7,2,2,0.5416666666666667,0.3125
kyusojin,0156,16,33,14,2,9,1,4,0.5757575757575757,0.125,10,6,6,1,3,0.696969696969697,0.375
matsuda,0156,16,24,13,3,9,1,3,0.45833333333333337,0.1875,9,7,6,1,2,0.625,0.4375
okumura,0156,16,29,13,3,7,2,4,0.5517241379310345,0.1875,7,9,3,1,3,0.7586206896551724,0.5625
ozawa,0156,16,39,13,3,6,1,6,0.6666666666666667,0.1875,9,7,6,1,2,0.7692307692307692,0.4375
takeoka,0156,16,30,12,4,8,2,2,0.6,0.25,9,7,6,2,1,0.7,0.4375
kaneko,0157,18,31,14,4,8,1,5,0.5483870967741935,0.2222222222222222,10,8,8,1,1,0.6774193548387097,0.4444444444444444
katagiri,0157,18,34,17,1,8,1,8,0.5,0.05555555555555555,10,8,8,1,1,0.7058823529411764,0.4444444444444444
kojimaarai,0157,18,31,16,2,7,1,8,0.4838709677419355,0.1111111111111111,9,9,7,1,1,0.7096774193548387,0.5
komachiya,0157,18,31,17,1,8,1,8,0.4516129032258065,0.05555555555555555,10,8,8,1,1,0.6774193548387097,0.4444444444444444
kubota,0157,18,33,16,2,9,1,6,0.5151515151515151,0.1111111111111111,11,7,9,1,1,0.6666666666666667,0.3888888888888889
kyusojin,0157,18,40,17,1,10,1,6,0.575,0.05555555555555555,11,7,9,1,1,0.725,0.3888888888888889
matsuda,0157,18,33,16,2,7,1,8,0.5151515151515151,0.1111111111111111,9,9,7,1,1,0.7272727272727273,0.5
okumura,0157,18,27,14,4,7,1,6,0.4814814814814815,0.2222222222222222,9,9,7,1,1,0.6666666666666667,0.5
ozawa,0157,18,32,14,4,4,3,7,0.5625,0.2222222222222222,7,11,3,2,2,0.78125,0.6111111111111112
takeoka,0157,18,29,16,2,9,1,6,0.4482758620689655,0.1111111111111111,11,7,9,1,1,0.6206896551724138,0.3888888888888889
kaneko,0158,15,29,9,6,8,1,0,0.6896551724137931,0.4,8,7,7,1,0,0.7241379310344828,0.4666666666666667
katagiri,0158,15,29,11,4,8,2,1,0.6206896551724138,0.26666666666666666,9,6,7,2,0,0.6896551724137931,0.4
kojimaarai,0158,15,40,11,4,8,2,1,0.725,0.26666666666666666,10,5,8,2,0,0.75,0.3333333333333333
komachiya,0158,15,27,13,2,9,2,2,0.5185185185185186,0.13333333333333333,12,3,9,2,1,0.5555555555555556,0.2
kubota,0158,15,30,10,5,8,2,0,0.6666666666666667,0.3333333333333333,10,5,8,2,0,0.6666666666666667,0.3333333333333333
kyusojin,0158,15,28,13,2,9,2,2,0.5357142857142857,0.13333333333333333,10,5,8,1,1,0.6428571428571428,0.3333333333333333
matsuda,0158,15,24,8,7,7,1,0,0.6666666666666667,0.4666666666666667,8,7,7,1,0,0.6666666666666667,0.4666666666666667
okumura,0158,15,26,12,3,8,2,2,0.5384615384615384,0.2,9,6,7,2,0,0.6538461538461539,0.4
ozawa,0158,15,36,12,3,8,1,3,0.6666666666666667,0.2,5,10,3,0,2,0.8611111111111112,0.6666666666666666
takeoka,0158,15,24,13,2,9,3,1,0.45833333333333337,0.13333333333333333,12,3,9,2,1,0.5,0.2
kaneko,0159,17,42,14,3,5,4,5,0.6666666666666667,0.17647058823529413,11,6,5,3,3,0.7380952380952381,0.35294117647058826
katagiri,0159,17,35,14,3,5,1,8,0.6,0.17647058823529413,8,9,5,0,3,0.7714285714285715,0.5294117647058824
kojimaarai,0159,17,31,12,5,6,3,3,0.6129032258064516,0.29411764705882354,8,9,6,2,0,0.7419354838709677,0.5294117647058824
komachiya,0159,17,33,15,2,6,1,8,0.5454545454545454,0.11764705882352941,7,10,5,0,2,0.7878787878787878,0.5882352941176471
kubota,0159,17,40,15,2,6,1,8,0.625,0.11764705882352941,10,7,6,1,3,0.75,0.4117647058823529
kyusojin,0159,17,39,15,2,7,1,7,0.6153846153846154,0.11764705882352941,11,6,7,0,4,0.717948717948718,0.35294117647058826
matsuda,0159,17,30,10,7,6,1,3,0.6666666666666667,0.4117647058823529,8,9,6,0,2,0.7333333333333334,0.5294117647058824
okumura,0159,17,43,15,2,5,1,9,0.6511627906976745,0.11764705882352941,9,8,5,0,4,0.7906976744186046,0.47058823529411764
ozawa,0159,17,53,15,2,5,1,9,0.7169811320754718,0.11764705882352941,8,9,4,0,4,0.8490566037735849,0.5294117647058824
takeoka,0159,17,19,11,6,9,1,1,0.42105263157894735,0.35294117647058826,9,8,8,0,1,0.5263157894736843,0.47058823529411764
kaneko,0160,15,28,14,1,8,2,4,0.5,0.06666666666666667,11,4,8,2,1,0.6071428571428572,0.26666666666666666
katagiri,0160,15,38,13,2,8,1,4,0.6578947368421053,0.13333333333333333,11,4,8,1,2,0.7105263157894737,0.26666666666666666
